epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
188,1091.58,0.44802,0.31552,0.88796,0.99876,1,0.995,0.95083,0.36876,0.25653,0.87206,0.0013829,0.0013829,0.0013829
189,1097.24,0.45235,0.32599,0.90903,0.99851,1,0.995,0.96318,0.36063,0.25545,0.86315,0.0013796,0.0013796,0.0013796
190,1102.94,0.47408,0.33339,0.9011,0.99897,1,0.995,0.964,0.35043,0.2567,0.86043,0.0013763,0.0013763,0.0013763
191,1108.63,0.44157,0.30275,0.89211,0.99911,1,0.995,0.95596,0.35762,0.23484,0.86126,0.001373,0.001373,0.001373
192,1114.33,0.42066,0.29804,0.88585,0.99905,1,0.995,0.96161,0.3713,0.23391,0.86255,0.0013697,0.0013697,0.0013697
193,1120.02,0.45709,0.30032,0.89586,1,0.99938,0.995,0.96216,0.36982,0.22752,0.86355,0.0013664,0.0013664,0.0013664
194,1125.69,0.45756,0.30008,0.89655,0.99834,1,0.995,0.95954,0.35642,0.23767,0.85701,0.0013631,0.0013631,0.0013631
195,1131.4,0.47964,0.32064,0.90081,0.9989,1,0.995,0.95643,0.42512,0.24413,0.86964,0.0013598,0.0013598,0.0013598
196,1137.1,0.45027,0.29942,0.89257,0.99952,1,0.995,0.96124,0.36302,0.23962,0.86899,0.0013565,0.0013565,0.0013565
197,1142.77,0.43236,0.30007,0.90747,0.98414,1,0.99485,0.95877,0.35259,0.23966,0.86935,0.0013532,0.0013532,0.0013532
198,1148.48,0.4413,0.33183,0.90266,0.9996,1,0.995,0.95559,0.37125,0.24232,0.86726,0.0013499,0.0013499,0.0013499
199,1154.16,0.44273,0.31111,0.90978,1,0.97385,0.995,0.95378,0.39753,0.28135,0.8775,0.0013466,0.0013466,0.0013466
200,1159.82,0.43941,0.29938,0.92122,0.99417,1,0.995,0.95978,0.36177,0.26397,0.8694,0.0013433,0.0013433,0.0013433
201,1165.5,0.40339,0.27835,0.8903,0.99896,1,0.995,0.97059,0.34472,0.21985,0.85945,0.00134,0.00134,0.00134
202,1171.19,0.45474,0.32189,0.91219,0.99893,1,0.995,0.9563,0.37937,0.23694,0.86832,0.0013367,0.0013367,0.0013367
203,1176.93,0.44656,0.30105,0.89496,0.99912,1,0.995,0.96558,0.34761,0.23126,0.86244,0.0013334,0.0013334,0.0013334
204,1182.63,0.45384,0.31877,0.92437,0.99908,1,0.995,0.96099,0.34703,0.21865,0.86237,0.0013301,0.0013301,0.0013301
205,1188.3,0.48481,0.31337,0.91613,0.99916,1,0.995,0.96396,0.36351,0.2181,0.86279,0.0013268,0.0013268,0.0013268
206,1193.99,0.41994,0.28653,0.89489,0.99913,1,0.995,0.97287,0.37345,0.22061,0.86224,0.0013235,0.0013235,0.0013235
207,1199.7,0.43715,0.30485,0.90033,0.99918,1,0.995,0.96133,0.3551,0.21428,0.85893,0.0013202,0.0013202,0.0013202
208,1205.37,0.41246,0.28284,0.87145,0.99921,1,0.995,0.9698,0.33897,0.22725,0.85267,0.0013169,0.0013169,0.0013169
209,1211.09,0.4362,0.28726,0.87785,0.99907,1,0.995,0.96454,0.33467,0.22531,0.85131,0.0013136,0.0013136,0.0013136
210,1216.77,0.43114,0.28185,0.89979,0.99913,1,0.995,0.96998,0.32737,0.20848,0.85466,0.0013103,0.0013103,0.0013103
211,1222.45,0.44463,0.3001,0.90671,0.99906,1,0.995,0.96168,0.36231,0.21909,0.86447,0.001307,0.001307,0.001307
212,1228.15,0.42284,0.27775,0.87963,0.99912,1,0.995,0.96869,0.3476,0.22632,0.86114,0.0013037,0.0013037,0.0013037
213,1233.82,0.43717,0.28463,0.88964,0.99911,1,0.995,0.96621,0.37826,0.22737,0.86563,0.0013004,0.0013004,0.0013004
214,1239.5,0.47423,0.30631,0.92221,0.99911,1,0.995,0.97709,0.3356,0.21406,0.85757,0.0012971,0.0012971,0.0012971
215,1245.22,0.4499,0.2906,0.89361,0.99908,1,0.995,0.96412,0.34419,0.22392,0.85636,0.0012938,0.0012938,0.0012938
216,1250.89,0.41346,0.28005,0.8978,0.99909,1,0.995,0.95511,0.33323,0.21546,0.85629,0.0012905,0.0012905,0.0012905
217,1256.59,0.44357,0.29601,0.89657,0.99906,1,0.995,0.95262,0.34993,0.23028,0.85469,0.0012872,0.0012872,0.0012872
218,1262.26,0.42461,0.28409,0.88975,0.99909,1,0.995,0.96137,0.35234,0.22117,0.85607,0.0012839,0.0012839,0.0012839
219,1267.95,0.44905,0.29701,0.91448,0.99907,1,0.995,0.9573,0.36871,0.2188,0.8592,0.0012806,0.0012806,0.0012806
220,1273.64,0.4405,0.29057,0.90252,0.9952,1,0.995,0.96841,0.33301,0.21162,0.85385,0.0012773,0.0012773,0.0012773
221,1279.32,0.43935,0.28111,0.89017,0.99535,1,0.995,0.96706,0.34559,0.21053,0.8588,0.001274,0.001274,0.001274
222,1285.02,0.42923,0.29742,0.89666,1,0.99985,0.995,0.97009,0.36076,0.21725,0.85737,0.0012707,0.0012707,0.0012707
223,1290.72,0.44514,0.31691,0.90243,1,0.999,0.995,0.95812,0.37963,0.22622,0.86241,0.0012674,0.0012674,0.0012674
224,1296.39,0.42263,0.29771,0.87787,0.99847,1,0.995,0.95725,0.38273,0.231,0.86672,0.0012641,0.0012641,0.0012641
225,1302.09,0.43666,0.29868,0.89005,0.99877,1,0.995,0.9601,0.36483,0.22761,0.86118,0.0012608,0.0012608,0.0012608
226,1307.75,0.41708,0.27483,0.88656,0.99877,1,0.995,0.97045,0.34509,0.22082,0.8562,0.0012575,0.0012575,0.0012575
227,1313.45,0.43285,0.29318,0.89685,0.99853,1,0.995,0.97127,0.33495,0.22828,0.85399,0.0012542,0.0012542,0.0012542
228,1319.13,0.43855,0.3009,0.90016,0.99889,1,0.995,0.9705,0.34414,0.22159,0.86047,0.0012509,0.0012509,0.0012509
229,1324.8,0.43806,0.30113,0.88811,0.99894,1,0.995,0.95825,0.3421,0.2238,0.86246,0.0012476,0.0012476,0.0012476
230,1330.52,0.40976,0.28279,0.88263,0.99919,1,0.995,0.95383,0.34739,0.22681,0.8635,0.0012443,0.0012443,0.0012443
231,1336.22,0.41036,0.27204,0.88197,0.99891,1,0.995,0.94764,0.35912,0.23255,0.8653,0.001241,0.001241,0.001241
232,1341.91,0.4527,0.31082,0.90458,0.99884,1,0.995,0.96195,0.37052,0.23996,0.86864,0.0012377,0.0012377,0.0012377
233,1347.61,0.46054,0.30212,0.91638,0.99846,1,0.995,0.96197,0.34686,0.22739,0.85912,0.0012344,0.0012344,0.0012344
234,1353.29,0.41827,0.28489,0.8793,0.99844,1,0.995,0.97121,0.33492,0.22054,0.86014,0.0012311,0.0012311,0.0012311
235,1358.99,0.41866,0.28457,0.88544,0.99944,1,0.995,0.97434,0.33643,0.23512,0.85914,0.0012278,0.0012278,0.0012278
236,1364.67,0.41836,0.2789,0.87252,0.99863,1,0.995,0.966,0.38265,0.24335,0.87029,0.0012245,0.0012245,0.0012245
237,1370.35,0.44482,0.30121,0.89101,0.99851,1,0.995,0.97239,0.33589,0.21679,0.86188,0.0012212,0.0012212,0.0012212
238,1376.04,0.41138,0.28292,0.88888,0.99902,1,0.995,0.97244,0.32749,0.21851,0.85214,0.0012179,0.0012179,0.0012179
239,1381.73,0.43318,0.29613,0.88852,0.99905,1,0.995,0.96921,0.31865,0.21674,0.85733,0.0012146,0.0012146,0.0012146
240,1387.41,0.42984,0.29228,0.90673,0.99907,1,0.995,0.97018,0.3343,0.2089,0.85659,0.0012113,0.0012113,0.0012113
241,1393.1,0.41879,0.28708,0.88658,0.99909,1,0.995,0.96534,0.32681,0.22091,0.85465,0.001208,0.001208,0.001208
242,1398.78,0.41622,0.27572,0.89997,0.99912,1,0.995,0.9638,0.34671,0.23152,0.85889,0.0012047,0.0012047,0.0012047
243,1404.47,0.41909,0.28135,0.89724,0.99876,1,0.995,0.96264,0.37546,0.23268,0.86001,0.0012014,0.0012014,0.0012014
244,1410.16,0.39323,0.27029,0.86901,0.99847,1,0.995,0.96081,0.36901,0.22371,0.85886,0.0011981,0.0011981,0.0011981
245,1415.82,0.41295,0.27651,0.85812,0.99893,1,0.995,0.97154,0.36992,0.21854,0.85872,0.0011948,0.0011948,0.0011948
246,1421.51,0.41547,0.28705,0.88243,0.99907,1,0.995,0.96792,0.37626,0.2219,0.85829,0.0011915,0.0011915,0.0011915
247,1427.21,0.40739,0.28993,0.89309,0.99889,1,0.995,0.96068,0.35809,0.21797,0.85807,0.0011882,0.0011882,0.0011882
248,1432.87,0.45664,0.29512,0.88464,0.99903,1,0.995,0.96707,0.36143,0.22161,0.8628,0.0011849,0.0011849,0.0011849
249,1438.56,0.4025,0.28038,0.87981,0.99916,1,0.995,0.97187,0.35094,0.21274,0.86051,0.0011816,0.0011816,0.0011816
250,1444.24,0.43604,0.27987,0.90066,0.99905,1,0.995,0.96949,0.36483,0.20786,0.86041,0.0011783,0.0011783,0.0011783
251,1449.93,0.4058,0.26661,0.87271,0.9991,1,0.995,0.96559,0.36231,0.20231,0.86053,0.001175,0.001175,0.001175
252,1455.63,0.40239,0.2785,0.8686,0.99907,1,0.995,0.96498,0.35274,0.21195,0.85834,0.0011717,0.0011717,0.0011717
253,1461.32,0.38815,0.27132,0.86256,0.99906,1,0.995,0.9723,0.34967,0.20415,0.85568,0.0011684,0.0011684,0.0011684
254,1467.02,0.41603,0.2707,0.86862,0.99907,1,0.995,0.96931,0.34531,0.20382,0.85102,0.0011651,0.0011651,0.0011651
255,1472.71,0.41206,0.27452,0.88896,0.99914,1,0.995,0.96689,0.35316,0.20977,0.85323,0.0011618,0.0011618,0.0011618
256,1478.39,0.40282,0.27996,0.8942,0.99907,1,0.995,0.96323,0.37225,0.22936,0.86155,0.0011585,0.0011585,0.0011585
257,1484.09,0.41315,0.29265,0.88285,1,0.99786,0.995,0.97223,0.35269,0.21517,0.85755,0.0011552,0.0011552,0.0011552
258,1489.76,0.42937,0.2875,0.86549,0.99874,1,0.995,0.97041,0.33332,0.2268,0.85863,0.0011519,0.0011519,0.0011519
259,1495.45,0.42852,0.2879,0.89208,0.99908,1,0.995,0.96614,0.34622,0.22479,0.86252,0.0011486,0.0011486,0.0011486
260,1501.14,0.40075,0.26965,0.88463,0.99912,1,0.995,0.96306,0.35952,0.22937,0.85836,0.0011453,0.0011453,0.0011453
261,1506.81,0.42374,0.28991,0.89441,0.99919,1,0.995,0.95888,0.36628,0.22412,0.85916,0.001142,0.001142,0.001142
262,1512.53,0.41944,0.28494,0.89152,0.99909,1,0.995,0.96112,0.35058,0.22936,0.8585,0.0011387,0.0011387,0.0011387
263,1518.22,0.38315,0.26844,0.87664,0.99913,1,0.995,0.9715,0.34405,0.19407,0.85483,0.0011354,0.0011354,0.0011354
264,1523.89,0.39641,0.27212,0.86284,0.99912,1,0.995,0.96615,0.3367,0.19727,0.85343,0.0011321,0.0011321,0.0011321
265,1529.58,0.40503,0.27025,0.87173,0.99873,1,0.995,0.97308,0.33434,0.20622,0.85166,0.0011288,0.0011288,0.0011288
266,1535.26,0.40552,0.27698,0.87968,0.99907,1,0.995,0.96721,0.33596,0.21163,0.85158,0.0011255,0.0011255,0.0011255
267,1540.97,0.38934,0.28084,0.88241,0.99903,1,0.995,0.97043,0.309,0.21062,0.85078,0.0011222,0.0011222,0.0011222
268,1546.67,0.38706,0.27547,0.86062,0.99903,1,0.995,0.97303,0.31607,0.20616,0.84525,0.0011189,0.0011189,0.0011189
269,1552.39,0.40227,0.28156,0.88897,0.99904,1,0.995,0.97254,0.308,0.21578,0.84488,0.0011156,0.0011156,0.0011156
270,1558.12,0.40362,0.27928,0.87666,0.99889,1,0.995,0.97347,0.32406,0.20453,0.84992,0.0011123,0.0011123,0.0011123
271,1563.83,0.4043,0.28514,0.88806,0.99882,1,0.995,0.96815,0.32742,0.21949,0.85112,0.001109,0.001109,0.001109
272,1569.51,0.40545,0.28207,0.87316,0.99839,1,0.995,0.96783,0.31746,0.21233,0.84562,0.0011057,0.0011057,0.0011057
273,1575.22,0.39782,0.26961,0.87157,0.99893,1,0.995,0.96787,0.32392,0.21058,0.84532,0.0011024,0.0011024,0.0011024
274,1580.88,0.40015,0.27581,0.88533,0.99902,1,0.995,0.97453,0.32365,0.20721,0.84455,0.0010991,0.0010991,0.0010991
275,1586.61,0.40856,0.28551,0.88352,0.99901,1,0.995,0.97795,0.31913,0.20504,0.84503,0.0010958,0.0010958,0.0010958
276,1592.32,0.40239,0.28145,0.86589,0.99891,1,0.995,0.97172,0.32113,0.20992,0.84496,0.0010925,0.0010925,0.0010925
277,1598.01,0.38377,0.28181,0.86074,0.99888,1,0.995,0.9772,0.31173,0.20894,0.84707,0.0010892,0.0010892,0.0010892
278,1603.7,0.38844,0.26247,0.87627,0.99903,1,0.995,0.97517,0.33803,0.20532,0.84907,0.0010859,0.0010859,0.0010859
279,1609.39,0.41668,0.27548,0.8889,0.99911,1,0.995,0.97441,0.33013,0.20893,0.84532,0.0010826,0.0010826,0.0010826
280,1615.07,0.41114,0.2816,0.90459,0.99912,1,0.995,0.97691,0.33516,0.20587,0.8501,0.0010793,0.0010793,0.0010793
281,1620.76,0.38759,0.28328,0.87013,0.99885,1,0.995,0.97557,0.33192,0.20858,0.85309,0.001076,0.001076,0.001076
282,1626.45,0.38586,0.26578,0.88412,0.99876,1,0.995,0.96752,0.32846,0.21112,0.85226,0.0010727,0.0010727,0.0010727
283,1632.15,0.40582,0.28482,0.87414,0.99879,1,0.995,0.97133,0.34937,0.19976,0.86009,0.0010694,0.0010694,0.0010694
284,1637.85,0.41084,0.27014,0.86826,0.99814,1,0.995,0.96951,0.3114,0.19465,0.85084,0.0010661,0.0010661,0.0010661
285,1643.61,0.39272,0.27648,0.89177,0.9983,1,0.995,0.97066,0.32134,0.19767,0.85302,0.0010628,0.0010628,0.0010628
286,1649.42,0.40011,0.26909,0.8745,0.99826,1,0.995,0.97297,0.31319,0.20455,0.84663,0.0010595,0.0010595,0.0010595
287,1655.11,0.42519,0.28155,0.8839,0.99866,1,0.995,0.97077,0.30014,0.20474,0.84388,0.0010562,0.0010562,0.0010562
288,1660.94,0.43131,0.27604,0.89919,0.99877,1,0.995,0.96687,0.31294,0.20539,0.85033,0.0010529,0.0010529,0.0010529
289,1668.09,0.42702,0.2726,0.89266,0.99907,1,0.995,0.96645,0.33188,0.20606,0.85183,0.0010496,0.0010496,0.0010496
290,1673.83,0.41177,0.27533,0.87405,0.99911,1,0.995,0.97112,0.34568,0.21928,0.8554,0.0010463,0.0010463,0.0010463
291,1679.53,0.4134,0.27534,0.89375,0.99912,1,0.995,0.97418,0.33743,0.21149,0.85282,0.001043,0.001043,0.001043
292,1685.23,0.39521,0.26396,0.87415,0.99904,1,0.995,0.98372,0.30564,0.18864,0.84738,0.0010397,0.0010397,0.0010397
293,1690.93,0.42113,0.28144,0.89792,0.99884,1,0.995,0.96589,0.31045,0.20446,0.85005,0.0010364,0.0010364,0.0010364
294,1696.62,0.40319,0.28289,0.87639,0.99811,1,0.995,0.97171,0.3123,0.19764,0.84819,0.0010331,0.0010331,0.0010331
295,1702.32,0.40639,0.27218,0.87947,0.9983,1,0.995,0.96571,0.33355,0.20432,0.85224,0.0010298,0.0010298,0.0010298
296,1708,0.42154,0.29967,0.89867,0.99818,1,0.995,0.96407,0.32689,0.21454,0.85027,0.0010265,0.0010265,0.0010265
297,1713.7,0.40947,0.2674,0.88918,0.99892,1,0.995,0.97167,0.32798,0.21244,0.84919,0.0010232,0.0010232,0.0010232
298,1719.4,0.40535,0.26731,0.86873,0.9988,1,0.995,0.97191,0.32965,0.20592,0.84994,0.0010199,0.0010199,0.0010199
299,1725.11,0.38773,0.26275,0.88645,0.99894,1,0.995,0.97162,0.32381,0.19491,0.85187,0.0010166,0.0010166,0.0010166
300,1730.8,0.41875,0.28982,0.87574,0.99889,1,0.995,0.97145,0.30936,0.19142,0.85223,0.0010133,0.0010133,0.0010133
301,1736.47,0.40191,0.26769,0.8742,0.99888,1,0.995,0.98014,0.29871,0.18668,0.85005,0.00101,0.00101,0.00101
302,1742.17,0.41648,0.27514,0.86777,0.99898,1,0.995,0.97809,0.33484,0.20206,0.85612,0.0010067,0.0010067,0.0010067
303,1747.88,0.41553,0.27024,0.88019,0.99878,1,0.995,0.97706,0.31963,0.19961,0.84986,0.0010034,0.0010034,0.0010034
304,1753.57,0.39272,0.26301,0.87295,0.99863,1,0.995,0.97892,0.31274,0.19722,0.84701,0.0010001,0.0010001,0.0010001
305,1759.27,0.40604,0.27145,0.87401,0.99896,1,0.995,0.97612,0.29242,0.19028,0.84124,0.0009968,0.0009968,0.0009968
306,1765,0.38438,0.25913,0.87175,0.99894,1,0.995,0.97765,0.30987,0.19869,0.84311,0.0009935,0.0009935,0.0009935
307,1770.71,0.38616,0.26326,0.86513,0.99882,1,0.995,0.97296,0.3327,0.18849,0.84799,0.0009902,0.0009902,0.0009902
308,1776.41,0.372,0.25286,0.87101,0.99888,1,0.995,0.97017,0.33166,0.19331,0.84596,0.0009869,0.0009869,0.0009869
309,1782.09,0.3832,0.26008,0.85653,0.99893,1,0.995,0.97242,0.3093,0.19323,0.84311,0.0009836,0.0009836,0.0009836
310,1787.78,0.38397,0.26799,0.87295,0.9989,1,0.995,0.97606,0.30657,0.19237,0.84306,0.0009803,0.0009803,0.0009803
311,1793.47,0.39225,0.25754,0.86886,0.99894,1,0.995,0.97428,0.33408,0.20657,0.84913,0.000977,0.000977,0.000977
312,1799.16,0.38674,0.26125,0.88179,0.9989,1,0.995,0.97165,0.35138,0.20835,0.85505,0.0009737,0.0009737,0.0009737
313,1804.85,0.39415,0.26042,0.86729,0.99888,1,0.995,0.9736,0.32347,0.19847,0.84824,0.0009704,0.0009704,0.0009704
314,1810.52,0.41044,0.27586,0.88009,0.99891,1,0.995,0.97508,0.33726,0.20479,0.84918,0.0009671,0.0009671,0.0009671
315,1816.23,0.39026,0.26081,0.88171,0.99889,1,0.995,0.97457,0.32399,0.21063,0.84779,0.0009638,0.0009638,0.0009638
316,1821.93,0.39421,0.28133,0.88152,0.99906,1,0.995,0.96815,0.3103,0.20555,0.84818,0.0009605,0.0009605,0.0009605
317,1827.61,0.39787,0.26663,0.8785,0.99908,1,0.995,0.96383,0.32406,0.2036,0.8507,0.0009572,0.0009572,0.0009572
318,1833.31,0.39984,0.27583,0.88399,0.9991,1,0.995,0.96715,0.32623,0.20523,0.84811,0.0009539,0.0009539,0.0009539
319,1839.02,0.41517,0.27774,0.88395,0.9991,1,0.995,0.96477,0.34131,0.20163,0.85128,0.0009506,0.0009506,0.0009506
320,1844.69,0.38918,0.26701,0.85794,0.99886,1,0.995,0.96778,0.35317,0.21667,0.85102,0.0009473,0.0009473,0.0009473
321,1850.38,0.39327,0.27282,0.89514,0.99859,1,0.995,0.96334,0.36644,0.19972,0.85264,0.000944,0.000944,0.000944
322,1856.06,0.37478,0.24836,0.87012,0.99885,1,0.995,0.96919,0.35379,0.20346,0.8492,0.0009407,0.0009407,0.0009407
323,1861.75,0.41184,0.27945,0.89475,0.99896,1,0.995,0.97152,0.33519,0.20402,0.84849,0.0009374,0.0009374,0.0009374
324,1867.52,0.40226,0.26016,0.87676,0.99911,1,0.995,0.96996,0.32485,0.19817,0.84799,0.0009341,0.0009341,0.0009341
325,1873.2,0.40325,0.27776,0.87825,0.99913,1,0.995,0.98258,0.32268,0.20392,0.84984,0.0009308,0.0009308,0.0009308
326,1878.89,0.3874,0.26168,0.85401,0.99905,1,0.995,0.98092,0.30222,0.1995,0.84585,0.0009275,0.0009275,0.0009275
327,1884.59,0.38483,0.25287,0.86499,0.99895,1,0.995,0.97547,0.31739,0.19597,0.84892,0.0009242,0.0009242,0.0009242
328,1890.27,0.39638,0.26986,0.88669,0.99874,1,0.995,0.97705,0.31142,0.18871,0.84557,0.0009209,0.0009209,0.0009209
329,1895.96,0.38499,0.25105,0.88528,0.99852,1,0.995,0.97661,0.31182,0.18029,0.8457,0.0009176,0.0009176,0.0009176
330,1901.63,0.36662,0.24129,0.86705,0.99874,1,0.995,0.97829,0.29368,0.17338,0.8443,0.0009143,0.0009143,0.0009143
331,1907.33,0.37679,0.25601,0.885,0.99896,1,0.995,0.97371,0.29883,0.18042,0.84471,0.000911,0.000911,0.000911
332,1913.03,0.37765,0.26419,0.86625,0.99898,1,0.995,0.9687,0.28804,0.18845,0.84322,0.0009077,0.0009077,0.0009077
333,1918.7,0.35467,0.24232,0.84965,0.99893,1,0.995,0.97259,0.30077,0.19257,0.84338,0.0009044,0.0009044,0.0009044
334,1924.39,0.36872,0.24913,0.8593,0.99894,1,0.995,0.97176,0.32707,0.2068,0.84514,0.0009011,0.0009011,0.0009011
335,1930.08,0.38781,0.27317,0.87674,0.99897,1,0.995,0.97026,0.33894,0.21196,0.84676,0.0008978,0.0008978,0.0008978
336,1935.76,0.38623,0.26841,0.86496,0.99907,1,0.995,0.96882,0.33424,0.20012,0.84367,0.0008945,0.0008945,0.0008945
337,1941.47,0.38146,0.25265,0.87404,0.99906,1,0.995,0.97162,0.31669,0.19867,0.84262,0.0008912,0.0008912,0.0008912
338,1947.14,0.37551,0.2434,0.87948,0.99909,1,0.995,0.97487,0.281,0.18197,0.83862,0.0008879,0.0008879,0.0008879
339,1952.83,0.36591,0.24164,0.87536,0.99895,1,0.995,0.97722,0.31704,0.18899,0.84743,0.0008846,0.0008846,0.0008846
340,1958.53,0.3955,0.27249,0.88523,0.99887,1,0.995,0.97536,0.31261,0.20112,0.84806,0.0008813,0.0008813,0.0008813
341,1964.2,0.36567,0.24816,0.85425,0.99893,1,0.995,0.96479,0.32014,0.19827,0.84578,0.000878,0.000878,0.000878
342,1969.92,0.36511,0.24014,0.8563,0.99915,1,0.995,0.96452,0.32709,0.19732,0.84953,0.0008747,0.0008747,0.0008747
343,1975.62,0.37604,0.25111,0.85796,0.99903,1,0.995,0.97627,0.29322,0.18673,0.84031,0.0008714,0.0008714,0.0008714
344,1981.3,0.37017,0.24242,0.87715,0.99903,1,0.995,0.97104,0.31176,0.18857,0.84407,0.0008681,0.0008681,0.0008681
345,1986.99,0.41293,0.26833,0.87103,0.99874,1,0.995,0.97704,0.32912,0.1846,0.84703,0.0008648,0.0008648,0.0008648
346,1992.66,0.38779,0.26072,0.87198,0.99876,1,0.995,0.97621,0.32317,0.18071,0.84558,0.0008615,0.0008615,0.0008615
347,1998.36,0.38961,0.25253,0.86369,0.99907,1,0.995,0.97168,0.33581,0.19544,0.85043,0.0008582,0.0008582,0.0008582
348,2004.05,0.39525,0.27105,0.89063,0.99929,1,0.995,0.96403,0.3256,0.20186,0.84626,0.0008549,0.0008549,0.0008549
349,2009.72,0.39139,0.25786,0.86,0.99929,1,0.995,0.96396,0.3253,0.20025,0.84708,0.0008516,0.0008516,0.0008516
350,2015.41,0.37869,0.25089,0.85264,0.99913,1,0.995,0.97039,0.31917,0.1905,0.84771,0.0008483,0.0008483,0.0008483
351,2021.1,0.35449,0.24263,0.85956,0.99907,1,0.995,0.96681,0.31941,0.18427,0.84959,0.000845,0.000845,0.000845
352,2026.78,0.34793,0.2371,0.84614,0.99907,1,0.995,0.9694,0.31945,0.19329,0.84948,0.0008417,0.0008417,0.0008417
353,2032.48,0.36254,0.24353,0.86296,0.99914,1,0.995,0.97029,0.30568,0.18506,0.84675,0.0008384,0.0008384,0.0008384
354,2038.32,0.36824,0.24664,0.85897,0.99916,1,0.995,0.97364,0.29268,0.18187,0.8459,0.0008351,0.0008351,0.0008351
355,2044.01,0.39073,0.2648,0.87299,0.99913,1,0.995,0.97268,0.30372,0.17661,0.84575,0.0008318,0.0008318,0.0008318
356,2049.72,0.35621,0.24482,0.8762,0.99914,1,0.995,0.97574,0.31151,0.17832,0.84615,0.0008285,0.0008285,0.0008285
357,2055.4,0.36234,0.2442,0.8666,0.99914,1,0.995,0.97378,0.32513,0.18612,0.84801,0.0008252,0.0008252,0.0008252
358,2061.09,0.35706,0.23663,0.86797,0.99913,1,0.995,0.97001,0.32276,0.18734,0.84977,0.0008219,0.0008219,0.0008219
359,2066.78,0.38088,0.25036,0.8696,0.99912,1,0.995,0.97308,0.32947,0.19956,0.84973,0.0008186,0.0008186,0.0008186
360,2072.45,0.3734,0.23954,0.86923,0.99913,1,0.995,0.9765,0.30677,0.19073,0.84306,0.0008153,0.0008153,0.0008153
361,2078.13,0.40609,0.26369,0.87615,0.99913,1,0.995,0.97926,0.29909,0.19286,0.84259,0.000812,0.000812,0.000812
362,2083.82,0.38732,0.25383,0.87746,0.9991,1,0.995,0.96944,0.31548,0.19797,0.84776,0.0008087,0.0008087,0.0008087
363,2089.5,0.37727,0.24131,0.86705,0.99908,1,0.995,0.97358,0.3251,0.18742,0.84866,0.0008054,0.0008054,0.0008054
364,2095.19,0.37198,0.24813,0.87933,0.99909,1,0.995,0.97035,0.30036,0.19719,0.84617,0.0008021,0.0008021,0.0008021
365,2100.89,0.40288,0.2613,0.88643,0.99913,1,0.995,0.97509,0.29195,0.19256,0.84383,0.0007988,0.0007988,0.0007988
366,2106.63,0.39726,0.26796,0.87743,0.99913,1,0.995,0.97587,0.30438,0.18756,0.84642,0.0007955,0.0007955,0.0007955
367,2112.32,0.37759,0.24632,0.86379,0.99911,1,0.995,0.9771,0.29521,0.17887,0.8427,0.0007922,0.0007922,0.0007922
368,2118,0.3843,0.23781,0.87585,0.99909,1,0.995,0.97699,0.32256,0.1905,0.84666,0.0007889,0.0007889,0.0007889
369,2123.68,0.38019,0.24241,0.87638,0.99891,1,0.995,0.97237,0.29962,0.17535,0.8426,0.0007856,0.0007856,0.0007856
370,2129.35,0.37648,0.24845,0.87053,0.9988,1,0.995,0.97157,0.2961,0.18405,0.8444,0.0007823,0.0007823,0.0007823
371,2135.04,0.3981,0.2557,0.87551,0.99892,1,0.995,0.97107,0.31653,0.18309,0.85121,0.000779,0.000779,0.000779
372,2140.74,0.37726,0.24723,0.87031,0.99888,1,0.995,0.97557,0.30574,0.2008,0.84374,0.0007757,0.0007757,0.0007757
373,2146.4,0.36791,0.23766,0.87547,0.99877,1,0.995,0.96918,0.31921,0.20117,0.8449,0.0007724,0.0007724,0.0007724
374,2152.13,0.3777,0.24858,0.85826,0.99894,1,0.995,0.97625,0.34085,0.18372,0.84964,0.0007691,0.0007691,0.0007691
375,2157.86,0.38835,0.24673,0.86586,0.99902,1,0.995,0.97936,0.32478,0.19015,0.84467,0.0007658,0.0007658,0.0007658
376,2163.54,0.36735,0.24855,0.85721,0.99906,1,0.995,0.96946,0.30584,0.18016,0.84286,0.0007625,0.0007625,0.0007625
377,2169.24,0.36439,0.24337,0.86787,0.99911,1,0.995,0.98072,0.29903,0.17978,0.84233,0.0007592,0.0007592,0.0007592
378,2174.91,0.39904,0.25788,0.891,0.99928,1,0.995,0.98101,0.29466,0.17592,0.84245,0.0007559,0.0007559,0.0007559
379,2180.6,0.38679,0.2616,0.8841,0.99916,1,0.995,0.97903,0.30621,0.18401,0.8428,0.0007526,0.0007526,0.0007526
380,2186.3,0.37593,0.25812,0.87399,0.99912,1,0.995,0.97811,0.29865,0.18245,0.84155,0.0007493,0.0007493,0.0007493
381,2191.97,0.36481,0.23284,0.86653,0.99908,1,0.995,0.96594,0.31676,0.17891,0.84141,0.000746,0.000746,0.000746
382,2197.66,0.34802,0.22192,0.84566,0.99893,1,0.995,0.97685,0.33013,0.18959,0.84983,0.0007427,0.0007427,0.0007427
383,2203.35,0.37042,0.25373,0.86742,0.99882,1,0.995,0.97989,0.31394,0.18639,0.84706,0.0007394,0.0007394,0.0007394
