epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,4275.53,0.84756,0.51491,0.94043,0.8937,0.85928,0.90322,0.66407,0.79628,0.4448,0.93977,0.0070135,0.0070135,0.0070135
183,4299.41,0.84689,0.52124,0.94116,0.90556,0.85665,0.90533,0.66466,0.79065,0.44347,0.93606,0.006997,0.006997,0.006997
184,4322.74,0.90247,0.53735,0.9564,0.92161,0.84449,0.90415,0.66184,0.7854,0.44876,0.93359,0.0069805,0.0069805,0.0069805
185,4346.09,0.83736,0.50903,0.94004,0.88659,0.85686,0.90156,0.66189,0.78905,0.43972,0.93748,0.006964,0.006964,0.006964
186,4369.34,0.85475,0.5225,0.94091,0.90154,0.83598,0.90208,0.65921,0.79795,0.44402,0.93327,0.0069475,0.0069475,0.0069475
187,4392.69,0.83458,0.51101,0.93703,0.9282,0.84206,0.90098,0.66063,0.7857,0.4375,0.93192,0.006931,0.006931,0.006931
188,4416.4,0.87632,0.52859,0.95459,0.91268,0.84678,0.89849,0.65593,0.79362,0.44434,0.93842,0.0069145,0.0069145,0.0069145
189,4439.75,0.8463,0.51679,0.94526,0.9074,0.84978,0.90855,0.6684,0.79577,0.44343,0.9354,0.006898,0.006898,0.006898
190,4463.15,0.87254,0.52321,0.94524,0.89816,0.84736,0.90992,0.67173,0.78068,0.44232,0.93084,0.0068815,0.0068815,0.0068815
191,4486.47,0.85882,0.52326,0.94565,0.91677,0.85783,0.90897,0.66275,0.77898,0.44081,0.92468,0.006865,0.006865,0.006865
192,4509.83,0.86008,0.51752,0.94703,0.91884,0.84824,0.91542,0.67104,0.77627,0.43767,0.92919,0.0068485,0.0068485,0.0068485
193,4533.43,0.84299,0.50657,0.94265,0.92903,0.82408,0.91302,0.66624,0.78808,0.44467,0.93636,0.006832,0.006832,0.006832
194,4556.8,0.84542,0.52675,0.93977,0.9363,0.83205,0.91533,0.67117,0.78717,0.43726,0.93241,0.0068155,0.0068155,0.0068155
195,4580.21,0.82297,0.5154,0.92932,0.91442,0.86402,0.913,0.6765,0.78946,0.43701,0.93432,0.006799,0.006799,0.006799
196,4603.77,0.85348,0.51845,0.94238,0.89695,0.87334,0.90916,0.66491,0.78782,0.44309,0.93177,0.0067825,0.0067825,0.0067825
197,4627.36,0.82668,0.51648,0.9377,0.88627,0.85687,0.90754,0.67265,0.77997,0.44006,0.93127,0.006766,0.006766,0.006766
198,4650.8,0.84412,0.51928,0.93654,0.90448,0.86245,0.90182,0.66058,0.78617,0.43943,0.93215,0.0067495,0.0067495,0.0067495
199,4674.07,0.85601,0.51157,0.9476,0.90756,0.86918,0.90967,0.66494,0.79252,0.44397,0.93588,0.006733,0.006733,0.006733
200,4697.39,0.83264,0.51408,0.94379,0.87074,0.8433,0.89848,0.66812,0.78381,0.44864,0.92897,0.0067165,0.0067165,0.0067165
201,4721.07,0.85164,0.51603,0.93628,0.92106,0.86091,0.90399,0.66205,0.7846,0.43574,0.93381,0.0067,0.0067,0.0067
202,4744.36,0.84199,0.50879,0.93694,0.90333,0.8664,0.9066,0.66175,0.78009,0.43054,0.92958,0.0066835,0.0066835,0.0066835
203,4767.24,0.81892,0.50814,0.9319,0.90419,0.85085,0.90152,0.65843,0.77787,0.44426,0.9302,0.006667,0.006667,0.006667
204,4791.32,0.83508,0.50838,0.94038,0.90088,0.86284,0.9098,0.66858,0.78167,0.44182,0.93232,0.0066505,0.0066505,0.0066505
205,4814.71,0.84002,0.50971,0.93111,0.90422,0.84442,0.91173,0.67742,0.78387,0.43513,0.93171,0.006634,0.006634,0.006634
206,4838.12,0.8539,0.51391,0.94493,0.92351,0.84174,0.91305,0.66485,0.77856,0.43187,0.93099,0.0066175,0.0066175,0.0066175
207,4861.47,0.84704,0.51152,0.9418,0.89221,0.86497,0.91223,0.66966,0.78384,0.42946,0.92902,0.006601,0.006601,0.006601
208,4884.84,0.84324,0.5115,0.94533,0.91697,0.83752,0.91,0.66645,0.77623,0.43523,0.93205,0.0065845,0.0065845,0.0065845
209,4907.97,0.8418,0.50314,0.94103,0.91793,0.85792,0.91263,0.67458,0.77828,0.42545,0.92941,0.006568,0.006568,0.006568
210,4931.24,0.83708,0.50864,0.93948,0.92971,0.86166,0.91246,0.67716,0.76852,0.43185,0.93007,0.0065515,0.0065515,0.0065515
211,4954.46,0.8448,0.50881,0.93771,0.91187,0.85578,0.90487,0.6663,0.77404,0.431,0.92591,0.006535,0.006535,0.006535
212,4977.8,0.84148,0.50183,0.93459,0.92174,0.8607,0.91391,0.66676,0.769,0.43604,0.92729,0.0065185,0.0065185,0.0065185
213,5001.25,0.80346,0.48808,0.92773,0.92193,0.82363,0.90518,0.67518,0.7743,0.4287,0.93312,0.006502,0.006502,0.006502
214,5024.72,0.84479,0.50522,0.95089,0.90898,0.86245,0.90659,0.65416,0.77361,0.43288,0.93029,0.0064855,0.0064855,0.0064855
215,5047.88,0.82005,0.49811,0.94065,0.92422,0.85211,0.90947,0.67498,0.77304,0.42817,0.93046,0.006469,0.006469,0.006469
216,5071.27,0.80025,0.48761,0.93061,0.91871,0.86475,0.91389,0.68574,0.76868,0.42405,0.92711,0.0064525,0.0064525,0.0064525
217,5094.97,0.85083,0.50752,0.93326,0.90516,0.85942,0.9136,0.67387,0.77941,0.42933,0.93228,0.006436,0.006436,0.006436
218,5118.54,0.83552,0.49481,0.94144,0.94117,0.85148,0.91182,0.67117,0.77406,0.42514,0.92896,0.0064195,0.0064195,0.0064195
219,5142,0.83217,0.50477,0.93722,0.92317,0.86439,0.90981,0.67095,0.77847,0.4287,0.93135,0.006403,0.006403,0.006403
220,5165.51,0.8415,0.50524,0.93939,0.92254,0.86541,0.91663,0.66596,0.7769,0.42919,0.93071,0.0063865,0.0063865,0.0063865
221,5188.97,0.84068,0.52109,0.93828,0.92955,0.86449,0.91545,0.6731,0.77619,0.43058,0.93031,0.00637,0.00637,0.00637
222,5212.37,0.8425,0.50968,0.94155,0.91109,0.86196,0.91703,0.67844,0.77654,0.44079,0.92933,0.0063535,0.0063535,0.0063535
223,5235.74,0.83048,0.50115,0.92938,0.92641,0.85885,0.91903,0.67368,0.7706,0.43391,0.9267,0.006337,0.006337,0.006337
224,5259.23,0.82892,0.49921,0.93502,0.92354,0.85877,0.91194,0.6721,0.76464,0.42809,0.92545,0.0063205,0.0063205,0.0063205
225,5282.54,0.7953,0.48132,0.9276,0.92932,0.86296,0.92061,0.67581,0.76376,0.42707,0.92381,0.006304,0.006304,0.006304
226,5305.74,0.82938,0.50084,0.95011,0.91205,0.86571,0.9122,0.67305,0.77195,0.42869,0.92524,0.0062875,0.0062875,0.0062875
227,5329.15,0.82663,0.50815,0.93398,0.90104,0.87057,0.91682,0.67483,0.76918,0.42008,0.92753,0.006271,0.006271,0.006271
228,5352.57,0.8361,0.50168,0.93863,0.92581,0.85956,0.91386,0.67731,0.7705,0.41828,0.9242,0.0062545,0.0062545,0.0062545
229,5376.1,0.82135,0.49012,0.9241,0.92801,0.87187,0.91577,0.67771,0.76965,0.4168,0.92885,0.006238,0.006238,0.006238
230,5399.42,0.85806,0.50545,0.93478,0.9204,0.8684,0.91466,0.68071,0.7602,0.41833,0.92562,0.0062215,0.0062215,0.0062215
231,5422.67,0.84468,0.50244,0.93218,0.90884,0.86513,0.91159,0.6788,0.76116,0.41766,0.92602,0.006205,0.006205,0.006205
232,5446.23,0.82352,0.495,0.93119,0.90521,0.87461,0.91713,0.67513,0.76389,0.42248,0.92579,0.0061885,0.0061885,0.0061885
233,5469.68,0.84159,0.4999,0.93179,0.91929,0.86273,0.91221,0.67164,0.75872,0.42288,0.9268,0.006172,0.006172,0.006172
234,5493.29,0.8176,0.50119,0.94532,0.90326,0.8694,0.91503,0.67997,0.76733,0.42646,0.92568,0.0061555,0.0061555,0.0061555
235,5516.74,0.84018,0.50392,0.9359,0.911,0.8573,0.91344,0.68157,0.76797,0.42554,0.92899,0.006139,0.006139,0.006139
236,5540.09,0.83133,0.49903,0.93046,0.91832,0.86675,0.91096,0.67866,0.76854,0.42286,0.9297,0.0061225,0.0061225,0.0061225
237,5563.43,0.81587,0.49155,0.93494,0.9293,0.85898,0.91716,0.68572,0.7661,0.42809,0.92589,0.006106,0.006106,0.006106
238,5586.83,0.81081,0.49467,0.92528,0.91402,0.86881,0.91232,0.68355,0.76584,0.4182,0.92644,0.0060895,0.0060895,0.0060895
239,5610.33,0.80512,0.48816,0.92962,0.91768,0.86717,0.90928,0.67364,0.76483,0.4184,0.92596,0.006073,0.006073,0.006073
240,5633.85,0.79847,0.49318,0.9274,0.91883,0.87492,0.91101,0.67973,0.76144,0.41832,0.92503,0.0060565,0.0060565,0.0060565
241,5657.77,0.79375,0.48753,0.92333,0.92275,0.86946,0.91742,0.68475,0.75565,0.41876,0.92281,0.00604,0.00604,0.00604
242,5681.1,0.83947,0.50106,0.9252,0.89865,0.86509,0.91288,0.67905,0.7583,0.41482,0.92662,0.0060235,0.0060235,0.0060235
243,5704.65,0.8072,0.48458,0.9327,0.93198,0.82549,0.91325,0.68252,0.76057,0.41109,0.92475,0.006007,0.006007,0.006007
244,5728.2,0.8355,0.49854,0.93179,0.90672,0.86575,0.91234,0.67529,0.76558,0.41778,0.9263,0.0059905,0.0059905,0.0059905
245,5751.57,0.80404,0.4829,0.9235,0.93527,0.83853,0.90936,0.68188,0.75354,0.41952,0.92284,0.005974,0.005974,0.005974
246,5775.02,0.8089,0.4885,0.92797,0.91517,0.86928,0.9128,0.67682,0.75821,0.42805,0.92373,0.0059575,0.0059575,0.0059575
247,5798.84,0.82562,0.48884,0.93638,0.91334,0.84791,0.9115,0.67275,0.75573,0.41755,0.92457,0.005941,0.005941,0.005941
248,5822.04,0.80646,0.48062,0.92724,0.91376,0.87443,0.91585,0.67817,0.75652,0.41486,0.92446,0.0059245,0.0059245,0.0059245
249,5846.13,0.8559,0.50453,0.95021,0.91439,0.84641,0.91679,0.68669,0.75687,0.42063,0.9245,0.005908,0.005908,0.005908
250,5869.78,0.83826,0.48885,0.92422,0.90614,0.87608,0.91414,0.68221,0.75972,0.42014,0.92466,0.0058915,0.0058915,0.0058915
251,5893.4,0.79588,0.47895,0.9273,0.90505,0.87475,0.9097,0.67531,0.75502,0.41475,0.92299,0.005875,0.005875,0.005875
252,5916.7,0.79765,0.48525,0.92308,0.92741,0.87332,0.91659,0.68629,0.75745,0.41676,0.92675,0.0058585,0.0058585,0.0058585
253,5940.04,0.81913,0.48554,0.92992,0.9192,0.87643,0.92141,0.69638,0.75225,0.41524,0.92395,0.005842,0.005842,0.005842
254,5963.31,0.81455,0.48005,0.92482,0.90149,0.87645,0.91783,0.68251,0.75794,0.41543,0.92786,0.0058255,0.0058255,0.0058255
255,5986.71,0.80883,0.4922,0.92464,0.90197,0.87422,0.91229,0.67655,0.75738,0.41843,0.92581,0.005809,0.005809,0.005809
256,6009.9,0.82209,0.48502,0.93408,0.91647,0.87003,0.91424,0.68603,0.75762,0.41209,0.92473,0.0057925,0.0057925,0.0057925
257,6033.23,0.80984,0.48077,0.9263,0.91115,0.87589,0.91274,0.68304,0.7563,0.41538,0.92495,0.005776,0.005776,0.005776
258,6056.71,0.79981,0.48011,0.92638,0.93327,0.86019,0.91803,0.6879,0.7477,0.41138,0.92185,0.0057595,0.0057595,0.0057595
259,6080.38,0.8232,0.49293,0.92888,0.92383,0.86807,0.91573,0.67969,0.75247,0.41587,0.92223,0.005743,0.005743,0.005743
260,6103.71,0.80934,0.49373,0.92885,0.88362,0.8733,0.91394,0.68436,0.74764,0.40899,0.92249,0.0057265,0.0057265,0.0057265
261,6127.07,0.79957,0.47096,0.92309,0.89477,0.87584,0.91191,0.68441,0.7544,0.40715,0.92478,0.00571,0.00571,0.00571
262,6152.17,0.77556,0.46829,0.91959,0.90083,0.87047,0.91316,0.68941,0.74918,0.40722,0.92397,0.0056935,0.0056935,0.0056935
263,6175.56,0.81415,0.48889,0.92742,0.88654,0.87621,0.91321,0.69421,0.74728,0.41075,0.92084,0.005677,0.005677,0.005677
264,6199.37,0.84376,0.49464,0.92701,0.90159,0.87901,0.9179,0.68454,0.74838,0.40963,0.9235,0.0056605,0.0056605,0.0056605
265,6222.68,0.79059,0.47929,0.91244,0.91224,0.88717,0.92022,0.6891,0.74894,0.40592,0.92244,0.005644,0.005644,0.005644
266,6245.9,0.82849,0.48368,0.93452,0.91529,0.88448,0.92436,0.69405,0.74281,0.41023,0.92357,0.0056275,0.0056275,0.0056275
267,6269.11,0.77178,0.48026,0.91404,0.90051,0.87503,0.91944,0.68752,0.75265,0.41124,0.92439,0.005611,0.005611,0.005611
268,6292.52,0.80669,0.48056,0.92901,0.9295,0.87441,0.91667,0.68399,0.7518,0.40716,0.9237,0.0055945,0.0055945,0.0055945
269,6315.85,0.80376,0.46929,0.93098,0.91903,0.8724,0.918,0.69111,0.7434,0.404,0.92156,0.005578,0.005578,0.005578
270,6339.15,0.79427,0.47581,0.91888,0.90813,0.87348,0.92172,0.68721,0.7496,0.40213,0.92226,0.0055615,0.0055615,0.0055615
271,6362.53,0.81511,0.48141,0.92207,0.91417,0.87508,0.91959,0.67949,0.7447,0.40632,0.92229,0.005545,0.005545,0.005545
272,6386.71,0.82968,0.48092,0.92948,0.92775,0.86466,0.92054,0.68829,0.7447,0.40884,0.91954,0.0055285,0.0055285,0.0055285
273,6410.18,0.80429,0.48519,0.9256,0.91985,0.87795,0.92099,0.68428,0.7445,0.40927,0.91861,0.005512,0.005512,0.005512
274,6433.68,0.81808,0.47973,0.9335,0.92426,0.87258,0.91896,0.68767,0.74987,0.40617,0.92216,0.0054955,0.0054955,0.0054955
275,6457.08,0.78821,0.46928,0.92405,0.92117,0.87816,0.91929,0.68928,0.74467,0.40455,0.92048,0.005479,0.005479,0.005479
276,6480.55,0.83175,0.49227,0.92983,0.92908,0.87166,0.92262,0.69196,0.748,0.41055,0.92318,0.0054625,0.0054625,0.0054625
277,6504,0.808,0.4804,0.92398,0.93485,0.85951,0.91842,0.68603,0.74628,0.41202,0.92255,0.005446,0.005446,0.005446
278,6527.49,0.76985,0.47602,0.91568,0.93953,0.87046,0.92059,0.68754,0.74719,0.41208,0.92048,0.0054295,0.0054295,0.0054295
279,6550.86,0.82061,0.48715,0.92643,0.92282,0.84653,0.91912,0.69114,0.74286,0.40623,0.92186,0.005413,0.005413,0.005413
280,6573.96,0.79721,0.47257,0.92073,0.9142,0.87248,0.91843,0.69134,0.74459,0.40354,0.92058,0.0053965,0.0053965,0.0053965
281,6597.25,0.82343,0.47688,0.93855,0.92605,0.86576,0.91758,0.68633,0.74914,0.40494,0.9226,0.00538,0.00538,0.00538
282,6620.42,0.7924,0.46594,0.92232,0.92628,0.86613,0.921,0.6909,0.74226,0.40773,0.92035,0.0053635,0.0053635,0.0053635
283,6643.79,0.80835,0.48313,0.93219,0.91877,0.88484,0.92185,0.69114,0.73898,0.40674,0.91801,0.005347,0.005347,0.005347
284,6667.2,0.81734,0.48034,0.92935,0.91833,0.87585,0.92153,0.6915,0.73842,0.40226,0.92176,0.0053305,0.0053305,0.0053305
285,6690.48,0.77304,0.46439,0.92716,0.93097,0.86584,0.92045,0.69388,0.74052,0.40436,0.91989,0.005314,0.005314,0.005314
286,6713.71,0.80923,0.49227,0.92988,0.92034,0.8758,0.92148,0.6889,0.74461,0.40188,0.91903,0.0052975,0.0052975,0.0052975
287,6737.71,0.80648,0.47925,0.9149,0.9186,0.88064,0.92348,0.69058,0.74877,0.40756,0.92083,0.005281,0.005281,0.005281
288,6761.01,0.79489,0.46716,0.92093,0.92863,0.87158,0.92274,0.69236,0.75044,0.40543,0.92032,0.0052645,0.0052645,0.0052645
289,6784.46,0.79073,0.47512,0.9286,0.92017,0.87877,0.92301,0.69596,0.74544,0.40342,0.92027,0.005248,0.005248,0.005248
290,6807.83,0.79092,0.47934,0.91385,0.91497,0.87489,0.9222,0.69809,0.74571,0.3981,0.92134,0.0052315,0.0052315,0.0052315
291,6830.89,0.77807,0.46731,0.92329,0.92326,0.87457,0.91954,0.68843,0.74735,0.40241,0.92043,0.005215,0.005215,0.005215
292,6854.59,0.81398,0.47633,0.92554,0.91311,0.87541,0.91697,0.69399,0.74075,0.40225,0.92056,0.0051985,0.0051985,0.0051985
293,6878.19,0.76711,0.4636,0.92186,0.92886,0.86226,0.91532,0.69212,0.73829,0.40226,0.91853,0.005182,0.005182,0.005182
294,6901.41,0.83005,0.487,0.92604,0.91572,0.87702,0.91858,0.69003,0.74151,0.40023,0.91921,0.0051655,0.0051655,0.0051655
295,6924.72,0.80067,0.47935,0.92196,0.93037,0.85763,0.91545,0.68892,0.73785,0.39992,0.91745,0.005149,0.005149,0.005149
296,6948.07,0.81235,0.47777,0.92635,0.91687,0.87578,0.92024,0.69104,0.74172,0.40249,0.92039,0.0051325,0.0051325,0.0051325
297,6971.41,0.81428,0.48089,0.92231,0.90656,0.8761,0.91557,0.69496,0.74324,0.40514,0.92215,0.005116,0.005116,0.005116
298,6994.79,0.79454,0.46793,0.92865,0.92322,0.87918,0.91976,0.68969,0.74626,0.40239,0.92074,0.0050995,0.0050995,0.0050995
299,7018.29,0.80031,0.48153,0.92782,0.91411,0.88114,0.9162,0.68474,0.74345,0.40402,0.91835,0.005083,0.005083,0.005083
300,7041.68,0.7802,0.47099,0.91844,0.92302,0.86846,0.91943,0.69188,0.73796,0.40378,0.91757,0.0050665,0.0050665,0.0050665
301,7065,0.79013,0.4687,0.91446,0.92338,0.87597,0.92383,0.69134,0.73847,0.4006,0.91678,0.00505,0.00505,0.00505
302,7089.25,0.78119,0.45957,0.91398,0.91915,0.87408,0.92212,0.69442,0.74127,0.40078,0.92077,0.0050335,0.0050335,0.0050335
303,7112.77,0.83212,0.49197,0.93583,0.91986,0.87926,0.9252,0.69497,0.74014,0.39715,0.91835,0.005017,0.005017,0.005017
304,7136.14,0.8092,0.47658,0.92714,0.91712,0.87783,0.92257,0.68819,0.73949,0.40078,0.91925,0.0050005,0.0050005,0.0050005
305,7159.71,0.8044,0.48132,0.93332,0.9257,0.87122,0.92488,0.68595,0.73931,0.39986,0.9181,0.004984,0.004984,0.004984
306,7183.14,0.80501,0.4792,0.92905,0.93672,0.86563,0.92151,0.68699,0.74523,0.40352,0.91846,0.0049675,0.0049675,0.0049675
307,7206.62,0.79084,0.46733,0.91885,0.91786,0.87375,0.92484,0.69236,0.74333,0.39865,0.91591,0.004951,0.004951,0.004951
308,7229.8,0.77959,0.46881,0.91563,0.92454,0.86875,0.92599,0.69347,0.74062,0.4017,0.91538,0.0049345,0.0049345,0.0049345
309,7253.25,0.78427,0.46686,0.91186,0.91562,0.87969,0.92606,0.68842,0.74457,0.39882,0.91882,0.004918,0.004918,0.004918
310,7276.71,0.80173,0.46812,0.93029,0.93512,0.8625,0.92624,0.69458,0.73975,0.39411,0.91694,0.0049015,0.0049015,0.0049015
311,7300.86,0.78471,0.46563,0.92519,0.92331,0.86729,0.92424,0.69293,0.74231,0.39468,0.91628,0.004885,0.004885,0.004885
312,7323.9,0.81478,0.46878,0.92654,0.90695,0.8781,0.92535,0.70127,0.74074,0.39662,0.91683,0.0048685,0.0048685,0.0048685
313,7347.2,0.77604,0.46717,0.91522,0.89663,0.88406,0.9234,0.69739,0.73593,0.39768,0.9154,0.004852,0.004852,0.004852
314,7370.58,0.78181,0.46727,0.91781,0.93469,0.85201,0.92397,0.69431,0.74082,0.39636,0.91543,0.0048355,0.0048355,0.0048355
315,7394.05,0.79665,0.47096,0.93066,0.92733,0.84498,0.92124,0.69345,0.74364,0.40111,0.91484,0.004819,0.004819,0.004819
316,7417.48,0.79382,0.46439,0.91577,0.90779,0.88028,0.92434,0.69526,0.73453,0.39255,0.91455,0.0048025,0.0048025,0.0048025
317,7441.75,0.76076,0.45987,0.91474,0.9128,0.88448,0.92158,0.69354,0.73485,0.39429,0.91546,0.004786,0.004786,0.004786
318,7464.96,0.79869,0.45881,0.93136,0.93526,0.86433,0.92275,0.69577,0.73481,0.39848,0.91743,0.0047695,0.0047695,0.0047695
319,7488.31,0.78897,0.46329,0.93012,0.93242,0.85977,0.92104,0.69167,0.74042,0.3985,0.91596,0.004753,0.004753,0.004753
320,7511.68,0.78068,0.45696,0.91323,0.91515,0.86934,0.92296,0.69259,0.73993,0.39537,0.91462,0.0047365,0.0047365,0.0047365
321,7534.96,0.8027,0.46888,0.92084,0.93387,0.86112,0.91988,0.6915,0.7408,0.39594,0.91599,0.00472,0.00472,0.00472
322,7558.26,0.81401,0.47936,0.92342,0.93355,0.85977,0.92311,0.69929,0.73675,0.39036,0.91569,0.0047035,0.0047035,0.0047035
323,7581.56,0.7931,0.46216,0.92704,0.91965,0.86845,0.92058,0.69552,0.73756,0.393,0.91638,0.004687,0.004687,0.004687
324,7604.92,0.76228,0.45133,0.91231,0.92709,0.86684,0.92466,0.69624,0.7396,0.39255,0.91769,0.0046705,0.0046705,0.0046705
325,7628.16,0.76716,0.44738,0.91098,0.93438,0.86432,0.92318,0.69779,0.73749,0.39069,0.91844,0.004654,0.004654,0.004654
326,7651.75,0.78977,0.45954,0.91782,0.93619,0.86728,0.92343,0.69312,0.73812,0.39139,0.91706,0.0046375,0.0046375,0.0046375
327,7675.09,0.7742,0.4527,0.91399,0.93259,0.86813,0.92493,0.69907,0.73715,0.39615,0.91654,0.004621,0.004621,0.004621
328,7698.61,0.80055,0.46521,0.92064,0.93241,0.86936,0.92395,0.70054,0.73714,0.3931,0.91683,0.0046045,0.0046045,0.0046045
329,7721.94,0.78216,0.4603,0.91052,0.92761,0.87449,0.92598,0.69963,0.73441,0.39121,0.91821,0.004588,0.004588,0.004588
330,7745.29,0.77484,0.45253,0.9119,0.93285,0.8721,0.9247,0.69983,0.73672,0.3899,0.91714,0.0045715,0.0045715,0.0045715
331,7768.77,0.79377,0.45864,0.91673,0.92526,0.87485,0.92517,0.70164,0.73585,0.38598,0.91761,0.004555,0.004555,0.004555
332,7792.25,0.76602,0.46338,0.91965,0.92796,0.87509,0.92528,0.70296,0.73793,0.39154,0.91949,0.0045385,0.0045385,0.0045385
333,7815.83,0.78432,0.46257,0.92376,0.91789,0.86923,0.92379,0.70311,0.73287,0.3908,0.91557,0.004522,0.004522,0.004522
334,7839.29,0.78927,0.4531,0.92572,0.92437,0.87157,0.92419,0.70241,0.72869,0.3915,0.91622,0.0045055,0.0045055,0.0045055
335,7862.78,0.78691,0.46429,0.92097,0.92248,0.87229,0.92559,0.70806,0.72606,0.38915,0.91505,0.004489,0.004489,0.004489
336,7886.1,0.7875,0.45903,0.91492,0.93644,0.86549,0.92031,0.70214,0.72605,0.39144,0.9142,0.0044725,0.0044725,0.0044725
337,7909.32,0.77643,0.45906,0.90956,0.93126,0.86765,0.9249,0.70379,0.72865,0.38951,0.91348,0.004456,0.004456,0.004456
338,7932.86,0.79247,0.46272,0.92636,0.90857,0.88887,0.92626,0.70385,0.72914,0.38926,0.91393,0.0044395,0.0044395,0.0044395
339,7956.23,0.75073,0.44039,0.90245,0.91595,0.88038,0.92509,0.70156,0.72668,0.38519,0.91362,0.004423,0.004423,0.004423
340,7979.59,0.76504,0.45246,0.90994,0.91972,0.88093,0.92641,0.70276,0.73048,0.39012,0.91429,0.0044065,0.0044065,0.0044065
341,8003.77,0.76071,0.44971,0.91102,0.93827,0.86323,0.92474,0.70476,0.72921,0.39055,0.91493,0.00439,0.00439,0.00439
342,8027.19,0.78092,0.45853,0.92127,0.9299,0.87352,0.92401,0.70506,0.72586,0.39264,0.91482,0.0043735,0.0043735,0.0043735
343,8050.57,0.76109,0.45406,0.91156,0.93421,0.86592,0.9277,0.70563,0.72671,0.38637,0.91339,0.004357,0.004357,0.004357
344,8073.92,0.75226,0.43959,0.91458,0.93411,0.86353,0.92569,0.70201,0.72821,0.3863,0.9131,0.0043405,0.0043405,0.0043405
345,8097.43,0.79405,0.45674,0.92321,0.94019,0.87113,0.9261,0.70297,0.72965,0.38788,0.91231,0.004324,0.004324,0.004324
346,8120.71,0.76032,0.44617,0.9061,0.92489,0.87882,0.92651,0.70494,0.72901,0.38838,0.91386,0.0043075,0.0043075,0.0043075
347,8144.64,0.75219,0.4448,0.91224,0.92783,0.87266,0.92485,0.70451,0.72635,0.38732,0.91109,0.004291,0.004291,0.004291
348,8168.18,0.77727,0.45671,0.90633,0.92943,0.87143,0.92454,0.70105,0.726,0.38794,0.91246,0.0042745,0.0042745,0.0042745
349,8191.24,0.78881,0.45659,0.92885,0.93545,0.86564,0.92379,0.70195,0.72833,0.38973,0.91475,0.004258,0.004258,0.004258
350,8214.55,0.77786,0.46369,0.91377,0.90768,0.8946,0.92081,0.69614,0.73123,0.3913,0.91645,0.0042415,0.0042415,0.0042415
351,8238.28,0.77322,0.45083,0.90989,0.93184,0.88186,0.92548,0.69912,0.7278,0.38697,0.91563,0.004225,0.004225,0.004225
352,8261.72,0.78221,0.4648,0.91927,0.92469,0.88211,0.92588,0.69783,0.72703,0.38599,0.91464,0.0042085,0.0042085,0.0042085
353,8285.01,0.74817,0.44446,0.91183,0.9128,0.88112,0.92712,0.70584,0.7291,0.38454,0.91653,0.004192,0.004192,0.004192
354,8308.53,0.78206,0.45789,0.9255,0.92288,0.87899,0.92533,0.70654,0.7305,0.38708,0.91602,0.0041755,0.0041755,0.0041755
355,8331.85,0.76711,0.4527,0.91397,0.91374,0.89167,0.92541,0.70698,0.7289,0.38907,0.91516,0.004159,0.004159,0.004159
356,8355.39,0.7666,0.44229,0.91651,0.9156,0.89723,0.92645,0.70227,0.73088,0.38783,0.91388,0.0041425,0.0041425,0.0041425
357,8378.88,0.79309,0.46003,0.91663,0.93265,0.87942,0.92883,0.70138,0.73116,0.38273,0.91542,0.004126,0.004126,0.004126
358,8402.37,0.75429,0.44907,0.9077,0.92817,0.88795,0.92931,0.70416,0.7313,0.38356,0.91596,0.0041095,0.0041095,0.0041095
359,8425.81,0.77465,0.44899,0.9212,0.92264,0.88591,0.92774,0.70548,0.73015,0.38401,0.91801,0.004093,0.004093,0.004093
360,8449.26,0.76475,0.45177,0.91706,0.91778,0.89016,0.92644,0.70728,0.72754,0.38453,0.91483,0.0040765,0.0040765,0.0040765
361,8472.57,0.78681,0.46174,0.92511,0.92706,0.88136,0.92618,0.70585,0.72582,0.38402,0.91404,0.00406,0.00406,0.00406
362,8496.05,0.78738,0.46324,0.91082,0.92336,0.87583,0.92511,0.70712,0.72542,0.38558,0.91397,0.0040435,0.0040435,0.0040435
363,8519.54,0.75729,0.44409,0.9185,0.93426,0.87006,0.92718,0.70344,0.72746,0.38686,0.91387,0.004027,0.004027,0.004027
364,8542.85,0.77298,0.45477,0.91777,0.93129,0.87718,0.92711,0.70486,0.72501,0.38571,0.91228,0.0040105,0.0040105,0.0040105
365,8565.94,0.78061,0.45612,0.90371,0.92035,0.88458,0.92592,0.70547,0.72292,0.3845,0.91268,0.003994,0.003994,0.003994
366,8589.13,0.74547,0.43422,0.90498,0.92942,0.87788,0.92687,0.70451,0.72871,0.3843,0.91515,0.0039775,0.0039775,0.0039775
367,8612.55,0.769,0.44736,0.90793,0.93409,0.87184,0.92656,0.70503,0.72667,0.38424,0.91458,0.003961,0.003961,0.003961
368,8636.05,0.78465,0.46035,0.91387,0.9287,0.87005,0.92463,0.70185,0.72705,0.38671,0.91365,0.0039445,0.0039445,0.0039445
369,8660.09,0.76304,0.44427,0.90846,0.9347,0.86812,0.92417,0.7051,0.72421,0.38739,0.91427,0.003928,0.003928,0.003928
370,8684.15,0.75572,0.43809,0.91314,0.9253,0.87556,0.92242,0.6998,0.72533,0.3859,0.91131,0.0039115,0.0039115,0.0039115
